"","name","government_ID","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","geo_id","city_town","state.name","population","state.abb","original_name","CITY","COUNTY_AREA_NAME"
"4744","Freeport","23200800100000","General Purpose",779093,698000,81093,0,0,0,0,0,0,0,0,184442,105488,0,153690,127055,316565,0,0,0,443620,FALSE,"1600000US2630580","Freeport village","Michigan",542,"MI","VILLAGE OF FREEPORT","FREEPORT","BARRY"
"4745","Red River","32202980100000","General Purpose",8507395,3255984,212328,0,1649300,0,3298604,0,0,0,91179,1467494,0,234342,4323329,4317876,1707289,0,0,0,6025165,FALSE,"1600000US3562200","Red River town","New Mexico",542,"NM","TOWN OF RED RIVER","RED RIVER","TAOS"
"4746","Risingsun","36208701800000","General Purpose",0,0,0,139388,21257,0,0,0,0,0,0,127981,104804,0,122521,36212,319094,0,0,0,355306,FALSE,"1600000US3967314","Risingsun village","Ohio",541,"OH","VILLAGE OF RISINGSUN","RISINGSUN","WOOD"
"4747","Farina","14202600300000","General Purpose",67088,0,7287,0,59801,0,0,0,0,0,0,916363,16245,11000,507434,227139,1223903,0,0,0,1451042,FALSE,"1600000US1725375","Farina village","Illinois",540,"IL","VILLAGE OF FARINA","FARINA","FAYETTE"
"4748","Napoleonville","19200400100000","General Purpose",820479,658718,98034,0,0,0,42130,0,0,0,4871,191613,1000,692335,327964,586540,626372,0,0,0,1212912,FALSE,"1600000US2253370","Napoleonville village","Louisiana",540,"LA","VILLAGE OF NAPOLEONVILLE","NAPOLEONVILLE","ASSUMPTION"
"4749","Pleasant Hill","43201800200000","General Purpose",2775,0,2775,0,0,0,0,2014,0,0,0,17092,29726,0,158610,27585,177843,0,0,0,205428,FALSE,"1600000US4759240","Pleasant Hill town","Tennessee",540,"TN","CITY OF PLEASANT HILL","PLEASANT HILL","CUMBERLAND"
"4750","Equality","14203000100000","General Purpose",1693156,1564000,88516,40640,0,0,0,0,0,0,0,526116,48455,215057,241913,86615,944926,0,0,0,1031541,FALSE,"1600000US1724348","Equality village","Illinois",539,"IL","VILLAGE OF EQUALITY","EQUALITY","GALLATIN"
"4751","Lahoma","37202401100000","General Purpose",14965,0,12502,2462,0,0,0,0,0,0,0,270327,4642,68975,147017,51155,439805,168564,12,0,490961,FALSE,"1600000US4040700","Lahoma town","Oklahoma",539,"OK","TOWN OF LAHOMA","LAHOMA","GARFIELD"
"4752","Johnson","38200380100000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,150455,0,0,53024,24373,179106,0,0,0,203479,FALSE,"1600000US4137650","Johnson City city","Oregon",539,"OR","CITY OF JOHNSON CITY","PORTLAND","CLACKAMAS"
"4753","Bassett","28207500100000","General Purpose",642783,0,0,0,0,642783,0,0,0,0,0,418163,117101,15603,501571,141591,910847,0,0,0,1052438,FALSE,"1600000US3103215","Bassett city","Nebraska",538,"NE","CITY OF BASSETT","BASSETT","ROCK"
"4754","Lyndon","14209800600000","General Purpose",131436,0,0,0,131436,0,0,0,0,0,0,173301,23425,394307,362880,426366,527547,0,0,0,953913,FALSE,"1600000US1745278","Lyndon village","Illinois",537,"IL","VILLAGE OF LYNDON","LYNDON","WHITESIDE"
"4755","Britton","23204600400000","General Purpose",911146,0,32605,0,878541,0,0,0,0,0,0,252480,0,0,352788,-24727,629995,0,0,0,605268,FALSE,"1600000US2610760","Britton village","Michigan",537,"MI","VILLAGE OF BRITTON","BRITTON","LENAWEE"
"4756","Beaver","28203300200000","General Purpose",132340,0,132340,0,0,0,0,0,0,0,0,1009620,3200,146223,401283,169259,1391067,0,0,0,1560326,FALSE,"1600000US3103495","Beaver City city","Nebraska",537,"NE","CITY OF BEAVER CITY","BEAVER CITY","FURNAS"
"4757","Coleridge","28201400200000","General Purpose",0,1170000,0,0,0,256838,0,0,0,0,0,276548,90146,0,457014,-23178,846886,138989,137701,0,823708,FALSE,"1600000US3109865","Coleridge village","Nebraska",537,"NE","VILLAGE OF COLERIDGE","COLERIDGE","CEDAR"
"4758","Red Oak","37203900100000","General Purpose",42156,0,0,0,0,15626,0,0,0,0,0,252655,24440,0,318950,94671,501374,0,51638,0,596045,FALSE,"1600000US4062550","Red Oak town","Oklahoma",537,"OK","TOWN OF RED OAK","RED OAK","LATIMER"
"4759","Ethridge","43205090100000","General Purpose",896710,0,17417,0,879293,0,0,0,0,0,0,305958,44841,0,304094,76376,578517,0,0,0,654893,FALSE,"1600000US4724460","Ethridge town","Tennessee",537,"TN","TOWN OF ETHRIDGE","ETHRIDGE","LAWRENCE"
"4760","Westfield","14201200400000","General Purpose",511993,144000,36411,37644,0,87438,206500,0,0,0,0,169415,27536,15402,207795,-74272,494419,0,0,0,420148,FALSE,"1600000US1780281","Westfield village","Illinois",536,"IL","VILLAGE OF WESTFIELD","WESTFIELD","CLARK"
"4761","Wilsonville","14205902500000","General Purpose",55460,0,26478,0,0,0,0,0,0,0,0,106180,0,0,153653,-33723,293556,0,0,0,259833,FALSE,"1600000US1782218","Wilsonville village","Illinois",536,"IL","VILLAGE OF WILSONVILLE","WILSONVILLE","MACOUPIN"
"4762","Calhoun","43205450100000","General Purpose",43830,0,13876,0,0,0,0,0,0,0,0,207288,29608,0,169659,-42812,449367,0,0,0,406555,FALSE,"1600000US4710440","Calhoun town","Tennessee",536,"TN","TOWN OF CALHOUN","CALHOUN","MCMINN"
"4763","Paragonah","45201100300000","General Purpose",194881,98000,78360,0,0,0,18521,0,0,0,0,394244,53500,63183,143351,44932,609347,0,0,0,654279,FALSE,"1600000US4957960","Paragonah town","Utah",536,"UT","TOWN OF PARAGONAH","PARAGONAH","IRON"
"4764","Burlington","14204500300000","General Purpose",448096,273866,60682,0,0,0,4806,0,0,0,0,198488,22805,0,392493,102484,511302,0,0,0,613786,FALSE,"1600000US1709759","Burlington village","Illinois",535,"IL","VILLAGE OF BURLINGTON","BURLINGTON","KANE"
"4765","Culbertson","28204400100000","General Purpose",0,0,0,0,527039,0,0,0,0,0,0,271537,0,0,316186,49762,537961,0,0,0,587723,FALSE,"1600000US3111615","Culbertson village","Nebraska",534,"NE","VILLAGE OF CULBERTSON","CULBERTSON","HITCHCOCK"
"4766","Palmyra","28206600700000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,214360,0,0,315116,31015,498461,0,0,0,529476,FALSE,"1600000US3138190","Palmyra village","Nebraska",534,"NE","VILLAGE OF PALMYRA","PALMYRA","OTOE"
"4767","Clarksville","36201400200000","General Purpose",0,0,0,0,706251,0,0,0,0,0,0,255214,526339,0,115541,122685,774409,0,0,0,897094,FALSE,"1600000US3915406","Clarksville village","Ohio",534,"OH","VILLAGE OF CLARKSVILLE","CLARKSVILLE","CLINTON"
"4768","Mettawa","14204951200000","General Purpose",366413,0,366413,0,0,0,0,0,0,0,0,169689,20360,0,4240794,1787859,2642984,0,0,0,4430843,FALSE,"1600000US1748671","Mettawa village","Illinois",533,"IL","VILLAGE OF METTAWA","METTAWA","LAKE"
"4769","Homer","28202200300000","General Purpose",680355,662404,3024,0,0,0,0,0,0,0,0,186496,111515,0,220976,-881,519868,0,8773,0,518987,FALSE,"1600000US3122920","Homer village","Nebraska",532,"NE","VILLAGE OF HOMER","HOMER","DAKOTA"
"4770","Helen","11215400200000","General Purpose",1790747,0,359447,296646,954640,0,0,0,0,0,180014,1362218,5141,675524,3490148,649348,4883683,0,0,0,5533031,FALSE,"1600000US1337788","Helen city","Georgia",531,"GA","CITY OF HELEN","HELEN","WHITE"
"4771","Irwinton","11215800400000","General Purpose",856600,0,64215,0,0,792385,0,0,0,0,0,376052,40232,44928,223884,-85409,770505,0,0,0,685096,FALSE,"1600000US1341400","Irwinton city","Georgia",531,"GA","CITY OF IRWINTON","IRWINTON","WILKINSON"
"4772","Strasburg","14208700900000","General Purpose",148664,0,10329,0,0,138334,0,0,0,0,0,84150,1500,0,204216,-23936,313802,0,0,0,289866,FALSE,"1600000US1773040","Strasburg village","Illinois",531,"IL","VILLAGE OF STRASBURG","STRASBURG","SHELBY"
"4773","Jeromesville","36200300300000","General Purpose",0,0,0,0,907147,0,0,0,0,0,0,204566,143067,0,67676,51781,363528,0,0,0,415309,FALSE,"1600000US3939060","Jeromesville village","Ohio",531,"OH","VILLAGE OF JEROMESVILLE","JEROMESVILLE","ASHLAND"
"4774","Dewitt","28207600200000","General Purpose",601450,225000,373692,0,2758,0,0,0,0,0,0,1003514,15324,60910,347354,145372,1281730,0,0,0,1427102,FALSE,"1600000US3113015","De Witt village","Nebraska",530,"NE","VILLAGE OF DE WITT","DE WITT","SALINE"
"4775","Gresham","50205900700000","General Purpose",4474353,3593908,249762,0,0,304243,0,89224,42305,0,0,3082760,80971,1140400,306751,1105378,3505504,0,0,0,4610882,FALSE,"1600000US5531675","Gresham village","Wisconsin",530,"WI","VILLAGE OF GRESHAM","GRESHAM","SHAWANO"
"4776","Provencal","19203500500000","General Purpose",51166,0,19251,0,0,0,0,0,0,0,0,308458,5148,0,13883,-71858,399347,0,0,0,327489,FALSE,"1600000US2262770","Provencal village","Louisiana",528,"LA","VILLAGE OF PROVENCAL","PROVENCAL","NATCHITOCHES"
"4777","Gallaway","43202470100000","General Purpose",863945,258620,47801,0,550069,0,7455,0,0,0,0,697124,28934,26493,646162,110262,1288451,0,0,0,1398713,FALSE,"1600000US4728560","Gallaway city","Tennessee",528,"TN","CITY OF GALLAWAY","GALLAWAY","FAYETTE"
"4778","Petersburg","43205200200000","General Purpose",286015,0,25744,0,260271,0,0,0,0,0,0,303325,22399,0,181205,-39110,546039,0,0,0,506929,FALSE,"1600000US4757740","Petersburg town","Tennessee",528,"TN","TOWN OF PETERSBURG","PETERSBURG","LINCOLN"
"4779","Chandlerville","14200900400000","General Purpose",664480,664480,0,0,0,0,0,0,0,0,0,287163,22836,0,195009,61667,443341,193148,947,0,505008,FALSE,"1600000US1712450","Chandlerville village","Illinois",527,"IL","VILLAGE OF CHANDLERVILLE","CHANDLERVILLE","CASS"
"4780","Junction City","14206100500000","General Purpose",278949,0,227399,0,0,51550,0,0,0,0,0,196986,0,0,147656,-18926,363568,0,0,0,344642,FALSE,"1600000US1738791","Junction City village","Illinois",527,"IL","VILLAGE OF JUNCTION CITY","SANDOVAL","MARION"
"4781","Mound","14207700300000","General Purpose",1421423,0,93682,0,0,1327741,0,0,0,0,0,343555,0,0,395923,92511,646967,0,0,0,739478,FALSE,"1600000US1750751","Mound City city","Illinois",526,"IL","CITY OF MOUND CITY","MOUND CITY","PULASKI"
"4782","Deerwood","24201800500000","General Purpose",1556403,533000,495493,17940,0,1028000,21044,0,0,0,11866,532855,1067747,0,852319,754324,1698597,0,0,0,2452921,FALSE,"1600000US2715346","Deerwood city","Minnesota",526,"MN","CITY OF DEERWOOD","DEERWOOD","CROW WING"
"4783","Patoka","14206100900000","General Purpose",925,0,925,0,0,0,0,0,0,0,0,215534,0,0,287679,-4759,507972,0,0,0,503213,FALSE,"1600000US1758057","Patoka village","Illinois",525,"IL","VILLAGE OF PATOKA","PATOKA","MARION"
"4784","Morganza","19203900100000","General Purpose",224772,0,54153,0,0,0,154724,0,0,0,15895,386789,0,10000,152731,-106980,656500,0,0,0,549520,FALSE,"1600000US2252075","Morganza village","Louisiana",525,"LA","VILLAGE OF MORGANZA","MORGANZA","POINTE COUPEE"
"4785","Mulliken","23202300600000","General Purpose",4379,0,4379,0,0,0,0,0,0,0,0,64303,0,0,231551,22455,273399,0,0,0,295854,FALSE,"1600000US2656140","Mulliken village","Michigan",525,"MI","VILLAGE OF MULLIKEN","MULLIKEN","EATON"
"4786","Fort Jennings","36206900600000","General Purpose",0,418800,0,0,86413,0,0,0,0,0,0,142922,0,0,255861,-275081,673864,0,0,0,398783,FALSE,"1600000US3927818","Fort Jennings village","Ohio",525,"OH","VILLAGE OF FORT JENNINGS","FORT JENNINGS","PUTNAM"
"4787","Jay","10205700100000","General Purpose",600311,0,150416,0,0,16281,423727,0,0,0,9887,631244,50000,701420,515226,399059,1498831,141003,379,0,1897890,FALSE,"1600000US1235425","Jay town","Florida",524,"FL","TOWN OF JAY","JAY","SANTA ROSA"
"4788","Indianola","28207300300000","General Purpose",1400668,1273587,109581,0,0,17500,0,0,0,0,0,880099,870,0,353065,-17153,1251187,0,0,0,1234034,FALSE,"1600000US3123830","Indianola city","Nebraska",524,"NE","CITY OF INDIANOLA","INDIANOLA","RED WILLOW"
"4789","Exeter","28203000100000","General Purpose",0,3050000,0,0,161762,0,0,0,0,0,0,175221,29074,0,1589043,13209,1780129,0,667521,0,1793338,FALSE,"1600000US3116340","Exeter village","Nebraska",523,"NE","VILLAGE OF EXETER","EXETER","FILLMORE"
"4790","Proctorville","36204400600000","General Purpose",0,10900,0,0,34971,0,0,0,0,0,0,165902,124635,0,112388,81730,321195,0,0,0,402925,FALSE,"1600000US3964766","Proctorville village","Ohio",523,"OH","VILLAGE OF PROCTORVILLE","PROCTORVILLE","LAWRENCE"
"4791","Baneberry","43204540100000","General Purpose",335062,0,22962,0,0,312100,0,0,0,0,0,103874,83087,55000,250239,237563,254637,0,0,0,492200,FALSE,"1600000US4703078","Baneberry city","Tennessee",523,"TN","CITY OF BANEBERRY","BANEBERRY","JEFFERSON"
"4792","Sand Lake","23204100900000","General Purpose",1843427,1097893,65620,0,586246,93668,0,0,0,0,0,422961,129106,363747,243244,309317,849741,0,0,0,1159058,FALSE,"1600000US2671360","Sand Lake village","Michigan",522,"MI","VILLAGE OF SAND LAKE","SAND LAKE","KENT"
"4793","Cullom","14205300400000","General Purpose",3432,0,3432,0,0,0,0,0,0,0,0,137829,0,0,199805,52658,284976,0,0,0,337634,FALSE,"1600000US1718030","Cullom village","Illinois",520,"IL","VILLAGE OF CULLOM","CULLOM","LIVINGSTON"
"4794","Mulberry Grove","14200300200000","General Purpose",100000,0,0,0,0,100000,0,0,0,0,0,239210,0,0,281075,44444,475841,0,0,0,520285,FALSE,"1600000US1751284","Mulberry Grove village","Illinois",520,"IL","VILLAGE OF MULBERRY GROVE","MULBERRY GROVE","BOND"
"4795","Dawson","14208400700000","General Purpose",342908,0,14146,0,328762,0,0,0,0,0,0,372110,0,0,157955,158303,371762,0,0,0,530065,FALSE,"1600000US1718745","Dawson village","Illinois",519,"IL","VILLAGE OF DAWSON","DAWSON","SANGAMON"
"4796","Mark","14207800400000","General Purpose",18042,0,11605,0,0,0,6437,0,0,0,0,357972,0,192994,1218324,5607,1763683,0,0,0,1769290,FALSE,"1600000US1746981","Mark village","Illinois",519,"IL","VILLAGE OF MARK","MARK","PUTNAM"
"4797","Sunbright","43206520100000","General Purpose",38580,0,19595,0,0,18985,0,0,0,0,0,39667,29916,0,284049,64180,289452,0,0,0,353632,FALSE,"1600000US4772140","Sunbright city","Tennessee",519,"TN","CITY OF SUNBRIGHT","SUNBRIGHT","MORGAN"
"4798","Sunfield","23202300900000","General Purpose",392551,0,0,0,392551,0,0,0,0,0,0,277079,0,0,365586,41421,601244,0,0,0,642665,FALSE,"1600000US2677420","Sunfield village","Michigan",518,"MI","VILLAGE OF SUNFIELD","SUNFIELD","EATON"
"4799","Buchtel","36200500400000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,4445,93982,0,88602,-7863,194892,0,0,0,187029,FALSE,"1600000US3909834","Buchtel village","Ohio",518,"OH","VILLAGE OF BUCHTEL","BUCHTEL","ATHENS"
"4800","Fort Cobb","37200800900000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,904875,384171,520704,0,0,0,904875,FALSE,"1600000US4027100","Fort Cobb town","Oklahoma",518,"OK","TOWN OF FORT COBB","FORT COBB","CADDO"
"4801","Firth","13200600500000","General Purpose",1702011,0,705264,0,946215,0,50532,0,0,0,0,249959,724970,0,169900,767024,377805,0,0,0,1144829,FALSE,"1600000US1627910","Firth city","Idaho",517,"ID","CITY OF FIRTH","FIRTH","BINGHAM"
"4802","Mermentau","19200100500000","General Purpose",588672,553327,35345,0,0,0,0,0,0,0,0,200696,21192,0,219038,-39746,480672,0,0,0,440926,FALSE,"1600000US2249870","Mermentau village","Louisiana",516,"LA","VILLAGE OF MERMENTAU","MERMENTAU","ACADIA"
"4803","Paxton","28205100300000","General Purpose",3295800,3165788,128242,0,0,1770,0,0,0,0,0,1092922,19493,0,432045,82139,1462321,0,0,0,1544460,FALSE,"1600000US3138610","Paxton village","Nebraska",516,"NE","VILLAGE OF PAXTON","PAXTON","KEITH"
"4804","Trenton","28204400400000","General Purpose",1278885,733953,121725,0,423207,0,0,0,0,0,0,1156645,99027,2,384883,332359,1308198,0,0,0,1640557,FALSE,"1600000US3149145","Trenton village","Nebraska",516,"NE","VILLAGE OF TRENTON","TRENTON","HITCHCOCK"
"4805","Cowden","14208700100000","General Purpose",1987299,1789000,18299,0,0,0,0,0,0,0,0,299952,0,0,280374,-11951,592277,158829,2825,0,580326,FALSE,"1600000US1717055","Cowden village","Illinois",515,"IL","VILLAGE OF COWDEN","COWDEN","SHELBY"
"4806","Grand Ridge","14205000500000","General Purpose",1020118,0,26254,0,993864,0,0,0,0,0,0,157144,6212,18795,202207,38052,346306,0,0,0,384358,FALSE,"1600000US1730757","Grand Ridge village","Illinois",515,"IL","VILLAGE OF GRAND RIDGE","GRAND RIDGE","LASALLE"
"4807","Golf","14201603600000","General Purpose",2452505,2343000,109505,0,0,0,0,0,0,0,0,188421,18451,0,980451,154686,1032637,0,0,0,1187323,FALSE,"1600000US1730328","Golf village","Illinois",514,"IL","VILLAGE OF GOLF","GOLF","COOK"
"4808","Fairgrove","23207900400000","General Purpose",27296,0,27296,0,0,0,0,0,0,0,0,124725,73385,0,173239,-138135,509484,0,0,0,371349,FALSE,"1600000US2627080","Fairgrove village","Michigan",514,"MI","VILLAGE OF FAIRGROVE","FAIRGROVE","TUSCOLA"
"4809","Springdale","45202750100000","General Purpose",8908203,7744213,240093,0,0,0,864043,0,0,0,59853,1970269,674853,168452,3087135,497089,5403620,0,0,0,5900709,FALSE,"1600000US4971840","Springdale town","Utah",514,"UT","TOWN OF SPRINGDALE","SPRINGDALE","WASHINGTON"
"4810","Wapella","14202000500000","General Purpose",501793,495000,1507,0,0,5286,0,0,0,0,0,151362,0,0,277301,13441,415222,123619,16,0,428663,FALSE,"1600000US1778773","Wapella village","Illinois",513,"IL","VILLAGE OF WAPELLA","WAPELLA","DEWITT"
"4811","Galien","23201100800000","General Purpose",206912,0,206912,0,0,0,0,0,0,0,0,117214,246383,0,229378,37000,555975,0,0,0,592975,FALSE,"1600000US2631300","Galien village","Michigan",513,"MI","VILLAGE OF GALIEN","GALIEN","BERRIEN"
"4812","Iuka","14206100400000","General Purpose",350883,349000,1883,0,0,0,0,0,0,0,0,206497,1384,0,147912,26381,329412,0,0,0,355793,FALSE,"1600000US1737933","Iuka village","Illinois",512,"IL","VILLAGE OF IUKA","IUKA","MARION"
"4813","Richmond","19203390100000","General Purpose",584560,513000,29560,0,0,0,0,0,0,0,0,40176,1248,0,509316,97224,453516,0,0,0,550740,FALSE,"1600000US2264590","Richmond village","Louisiana",511,"LA","VILLAGE OF RICHMOND","RICHMOND","MADISON"
"4814","Hornbeak","43206600100000","General Purpose",319144,95445,6919,0,0,215180,0,0,0,0,0,150609,23860,1928,200053,21178,355272,0,0,0,376450,FALSE,"1600000US4736000","Hornbeak town","Tennessee",511,"TN","TOWN OF HORNBEAK","HORNBEAK","OBION"
"4815","Belt","27200700100000","General Purpose",2638992,2148874,319280,0,0,0,133338,0,31848,0,5652,419341,25960,689830,268179,664080,739230,0,0,0,1403310,FALSE,"1600000US3005275","Belt town","Montana",510,"MT","TOWN OF BELT","BELT","CASCADE"
"4816","North","14202800600000","General Purpose",82363,0,82363,0,0,0,0,0,0,0,0,195642,0,29975,200149,55107,370659,0,0,0,425766,FALSE,"1600000US1753585","North City village","Illinois",509,"IL","VILLAGE OF NORTH CITY","COELLO","FRANKLIN"
"4817","Lennon","23207890100000","General Purpose",19705,0,19705,0,0,0,0,0,0,0,0,102836,70464,0,192240,61036,304504,0,0,0,365540,FALSE,"1600000US2646880","Lennon village","Michigan",509,"MI","VILLAGE OF LENNON","LENNON","SHIAWASSEE"
"4818","Deary","13202900200000","General Purpose",1891184,357863,491150,0,958104,0,76310,0,0,0,7755,424322,2775,186546,256503,287898,582248,159323,188801,0,870146,FALSE,"1600000US1620890","Deary city","Idaho",508,"ID","CITY OF DEARY","DEARY","LATAH"
"4819","Hammond","14207400600000","General Purpose",149493,139000,10493,0,0,0,0,0,0,0,0,182654,1000,0,155850,24504,315000,0,0,0,339504,FALSE,"1600000US1732499","Hammond village","Illinois",508,"IL","VILLAGE OF HAMMOND","HAMMOND","PIATT"
"4820","Ashley","23202900200000","General Purpose",2816979,2651000,64061,10517,0,0,0,0,0,0,2420,737077,108127,0,193401,294619,743986,0,0,0,1038605,FALSE,"1600000US2603740","Ashley village","Michigan",508,"MI","VILLAGE OF ASHLEY","ASHLEY","GRATIOT"
"4821","Verden","37202600600000","General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,257259,-15509,272768,0,0,0,257259,FALSE,"1600000US4077000","Verden town","Oklahoma",508,"OK","TOWN OF VERDEN","VERDEN","GRADY"
"4822","Creal Springs","14210000600000","General Purpose",333484,245000,35576,0,52908,0,0,0,0,0,0,274707,0,0,426483,120555,580635,0,0,0,701190,FALSE,"1600000US1717289","Creal Springs city","Illinois",505,"IL","CITY OF CREAL SPRINGS","CREAL SPRINGS","WILLIAMSON"
"4823","Waldron","23203000900000","General Purpose",1654714,0,7234,0,0,0,0,0,0,0,0,272775,96642,0,140710,48969,461158,0,0,0,510127,FALSE,"1600000US2682880","Waldron village","Michigan",505,"MI","VILLAGE OF WALDRON","WALDRON","HILLSDALE"
"4824","Okay","37207300200000","General Purpose",40568,0,0,0,0,32576,0,0,0,0,0,273385,4642,0,170812,-13751,462591,0,0,0,448840,FALSE,"1600000US4054100","Okay town","Oklahoma",505,"OK","TOWN OF OKAY","OKAY","WAGONER"
"4825","Ponce De Leon","10203070100000","General Purpose",754304,600745,137527,0,0,16032,0,0,0,0,0,352594,0,311733,302068,86601,879794,0,0,0,966395,FALSE,"1600000US1258175","Ponce de Leon town","Florida",504,"FL","TOWN OF PONCE DE LEON","PONCE DE LEON","HOLMES"
"4826","Dahlgren","14203300300000","General Purpose",98502,0,98502,0,0,0,0,0,0,0,0,377206,107795,0,434588,349498,570091,0,0,0,919589,FALSE,"1600000US1718303","Dahlgren village","Illinois",504,"IL","VILLAGE OF DAHLGREN","DAHLGREN","HAMILTON"
